N, mean, std
64,60.954080403362866,2.8051870209165175
256,60.225146487545366,1.4955176361595128
1024,60.07162802984697,0.7777003938343012
4096,60.004138634157925,0.37632747983573983
16384,60.00840551464682,0.19264528028608238
65536,60.00000068581013,0.09602562412660536

