N, mean, std
64,97.06321534239187,6.409443277341864
256,99.3817521692473,3.5325457412480685
1024,99.80627297562745,1.7668580436783092
4096,99.93921591037736,0.9090948102304321
16384,99.96631126400331,0.457470362341825
65536,100.00196727411483,0.22591897169729974
